match_id,event_seq,innings,runs,is_wicket,extra,striker_name,non_striker_name,bowler_name,next_batter_name,wicket_type,delay_sec,over,ball_in_over,is_legal_ball,runs_off_bat,extra_runs,is_boundary,is_four,is_six,score_after,wickets_after,balls_bowled_after,overs_text_after,runs_needed_after,target_score,commentary,end_innings,end_match,change_bowler,swap_strike
0000000000000000000000aa,121,1,0,false,,MS Dhoni,Deepak Chahar,Piyush Chawla,,,7,20,6,true,0,0,false,false,false,205,5,120,20.0,0,,"Dot ball, Piyush Chawla to MS Dhoni",true,false,,false
0000000000000000000000aa,122,2,1,false,,Rohit Sharma,Ishan Kishan,Deepak Chahar,,,7,1,1,true,1,0,false,false,false,1,0,1,0.1,205,206,"Quick single, Rohit Sharma keeps strike rotating",false,false,,false
0000000000000000000000aa,123,2,0,false,,Ishan Kishan,Rohit Sharma,Deepak Chahar,,,7,1,2,true,0,0,false,false,false,1,0,2,0.2,205,206,"Dot ball, Deepak Chahar to Ishan Kishan",false,false,,false
0000000000000000000000aa,124,2,4,false,,Ishan Kishan,Rohit Sharma,Deepak Chahar,,,7,1,3,true,4,0,true,true,false,5,0,3,0.3,201,206,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,125,2,1,false,,Ishan Kishan,Rohit Sharma,Deepak Chahar,,,7,1,4,true,1,0,false,false,false,6,0,4,0.4,200,206,"Quick single, Ishan Kishan keeps strike rotating",false,false,,false
0000000000000000000000aa,126,2,0,false,,Rohit Sharma,Ishan Kishan,Deepak Chahar,,,7,1,5,true,0,0,false,false,false,6,0,5,0.5,200,206,"Dot ball, Deepak Chahar to Rohit Sharma",false,false,,false
0000000000000000000000aa,127,2,2,false,,Rohit Sharma,Ishan Kishan,Deepak Chahar,,,7,1,6,true,2,0,false,false,false,8,0,6,1.0,198,206,Rohit Sharma pushes for two in the deep,false,false,Tushar Deshpande,true
0000000000000000000000aa,128,2,1,false,,Ishan Kishan,Rohit Sharma,Tushar Deshpande,,,7,2,1,true,1,0,false,false,false,9,0,7,1.1,197,206,"Quick single, Ishan Kishan keeps strike rotating",false,false,,false
0000000000000000000000aa,129,2,4,false,,Rohit Sharma,Ishan Kishan,Tushar Deshpande,,,7,2,2,true,4,0,true,true,false,13,0,8,1.2,193,206,Rohit Sharma crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,130,2,0,false,,Rohit Sharma,Ishan Kishan,Tushar Deshpande,,,7,2,3,true,0,0,false,false,false,13,0,9,1.3,193,206,"Dot ball, Tushar Deshpande to Rohit Sharma",false,false,,false
0000000000000000000000aa,131,2,1,false,,Rohit Sharma,Ishan Kishan,Tushar Deshpande,,,7,2,4,true,1,0,false,false,false,14,0,10,1.4,192,206,"Quick single, Rohit Sharma keeps strike rotating",false,false,,false
0000000000000000000000aa,132,2,6,false,,Ishan Kishan,Rohit Sharma,Tushar Deshpande,,,7,2,5,true,6,0,true,false,true,20,0,11,1.5,186,206,Ishan Kishan SIX! MI need 186 off 109 now,false,false,,false
0000000000000000000000aa,133,2,0,false,,Ishan Kishan,Rohit Sharma,Tushar Deshpande,,,7,2,6,true,0,0,false,false,false,20,0,12,2.0,186,206,"Dot ball, Tushar Deshpande to Ishan Kishan",false,false,Ravindra Jadeja,true
0000000000000000000000aa,134,2,1,false,,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,,,7,3,1,true,1,0,false,false,false,21,0,13,2.1,185,206,"Quick single, Rohit Sharma keeps strike rotating",false,false,,false
0000000000000000000000aa,135,2,4,false,,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,,,7,3,2,true,4,0,true,true,false,25,0,14,2.2,181,206,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,136,2,2,false,,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,,,7,3,3,true,2,0,false,false,false,27,0,15,2.3,179,206,Ishan Kishan pushes for two in the deep,false,false,,false
0000000000000000000000aa,137,2,0,false,,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,,,7,3,4,true,0,0,false,false,false,27,0,16,2.4,179,206,"Dot ball, Ravindra Jadeja to Ishan Kishan",false,false,,false
0000000000000000000000aa,138,2,2,false,wide,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,,,7,3,4,false,1,1,false,false,false,29,0,16,2.4,177,206,"Wide from Ravindra Jadeja, pressure on the bowler in the chase",false,false,,false
0000000000000000000000aa,139,2,0,false,,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,,,7,3,5,true,0,0,false,false,false,29,0,17,2.5,177,206,"Dot ball, Ravindra Jadeja to Ishan Kishan",false,false,,false
0000000000000000000000aa,140,2,1,false,,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,,,7,3,6,true,1,0,false,false,false,30,0,18,3.0,176,206,"Quick single, Ishan Kishan keeps strike rotating",false,false,Maheesh Theekshana,true
0000000000000000000000aa,141,2,4,false,,Ishan Kishan,Rohit Sharma,Maheesh Theekshana,,,7,4,1,true,4,0,true,true,false,34,0,19,3.1,172,206,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,142,2,2,false,,Ishan Kishan,Rohit Sharma,Maheesh Theekshana,,,7,4,2,true,2,0,false,false,false,36,0,20,3.2,170,206,Ishan Kishan pushes for two in the deep,false,false,,false
0000000000000000000000aa,143,2,0,false,,Ishan Kishan,Rohit Sharma,Maheesh Theekshana,,,7,4,3,true,0,0,false,false,false,36,0,21,3.3,170,206,"Dot ball, Maheesh Theekshana to Ishan Kishan",false,false,,false
0000000000000000000000aa,144,2,1,false,,Ishan Kishan,Rohit Sharma,Maheesh Theekshana,,,7,4,4,true,1,0,false,false,false,37,0,22,3.4,169,206,"Quick single, Ishan Kishan keeps strike rotating",false,false,,false
0000000000000000000000aa,145,2,0,true,,Rohit Sharma,Ishan Kishan,Maheesh Theekshana,Suryakumar Yadav,caught,7,4,5,true,0,0,false,false,false,37,1,23,3.5,169,206,Rohit Sharma holes out — huge moment in the chase,false,false,,false
0000000000000000000000aa,146,2,1,false,,Suryakumar Yadav,Ishan Kishan,Maheesh Theekshana,,,7,4,6,true,1,0,false,false,false,38,1,24,4.0,168,206,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,Mitchell Santner,true
0000000000000000000000aa,147,2,4,false,,Suryakumar Yadav,Ishan Kishan,Mitchell Santner,,,7,5,1,true,4,0,true,true,false,42,1,25,4.1,164,206,Suryakumar Yadav crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,148,2,2,false,,Suryakumar Yadav,Ishan Kishan,Mitchell Santner,,,7,5,2,true,2,0,false,false,false,44,1,26,4.2,162,206,Suryakumar Yadav pushes for two in the deep,false,false,,false
0000000000000000000000aa,149,2,1,false,,Suryakumar Yadav,Ishan Kishan,Mitchell Santner,,,7,5,3,true,1,0,false,false,false,45,1,27,4.3,161,206,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,,false
0000000000000000000000aa,150,2,0,false,,Ishan Kishan,Suryakumar Yadav,Mitchell Santner,,,7,5,4,true,0,0,false,false,false,45,1,28,4.4,161,206,"Dot ball, Mitchell Santner to Ishan Kishan",false,false,,false
0000000000000000000000aa,151,2,6,false,,Ishan Kishan,Suryakumar Yadav,Mitchell Santner,,,7,5,5,true,6,0,true,false,true,51,1,29,4.5,155,206,Ishan Kishan SIX! MI need 155 off 91 now,false,false,,false
0000000000000000000000aa,152,2,1,false,,Ishan Kishan,Suryakumar Yadav,Mitchell Santner,,,7,5,6,true,1,0,false,false,false,52,1,30,5.0,154,206,"Quick single, Ishan Kishan keeps strike rotating",false,false,Mustafizur Rahman,true
0000000000000000000000aa,153,2,0,false,,Ishan Kishan,Suryakumar Yadav,Mustafizur Rahman,,,7,6,1,true,0,0,false,false,false,52,1,31,5.1,154,206,"Dot ball, Mustafizur Rahman to Ishan Kishan",false,false,,false
0000000000000000000000aa,154,2,4,false,,Ishan Kishan,Suryakumar Yadav,Mustafizur Rahman,,,7,6,2,true,4,0,true,true,false,56,1,32,5.2,150,206,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,155,2,1,false,,Ishan Kishan,Suryakumar Yadav,Mustafizur Rahman,,,7,6,3,true,1,0,false,false,false,57,1,33,5.3,149,206,"Quick single, Ishan Kishan keeps strike rotating",false,false,,false
0000000000000000000000aa,156,2,2,false,,Suryakumar Yadav,Ishan Kishan,Mustafizur Rahman,,,7,6,4,true,2,0,false,false,false,59,1,34,5.4,147,206,Suryakumar Yadav pushes for two in the deep,false,false,,false
0000000000000000000000aa,157,2,0,false,,Suryakumar Yadav,Ishan Kishan,Mustafizur Rahman,,,7,6,5,true,0,0,false,false,false,59,1,35,5.5,147,206,"Dot ball, Mustafizur Rahman to Suryakumar Yadav",false,false,,false
0000000000000000000000aa,158,2,1,false,,Suryakumar Yadav,Ishan Kishan,Mustafizur Rahman,,,7,6,6,true,1,0,false,false,false,60,1,36,6.0,146,206,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,Ajinkya Rahane,true
0000000000000000000000aa,159,2,0,false,,Suryakumar Yadav,Ishan Kishan,Ajinkya Rahane,,,7,7,1,true,0,0,false,false,false,60,1,37,6.1,146,206,"Dot ball, Ajinkya Rahane to Suryakumar Yadav",false,false,,false
0000000000000000000000aa,160,2,4,false,,Suryakumar Yadav,Ishan Kishan,Ajinkya Rahane,,,7,7,2,true,4,0,true,true,false,64,1,38,6.2,142,206,Suryakumar Yadav crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,161,2,1,false,,Suryakumar Yadav,Ishan Kishan,Ajinkya Rahane,,,7,7,3,true,1,0,false,false,false,65,1,39,6.3,141,206,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,,false
0000000000000000000000aa,162,2,2,false,,Ishan Kishan,Suryakumar Yadav,Ajinkya Rahane,,,7,7,4,true,2,0,false,false,false,67,1,40,6.4,139,206,Ishan Kishan pushes for two in the deep,false,false,,false
0000000000000000000000aa,163,2,0,false,,Ishan Kishan,Suryakumar Yadav,Ajinkya Rahane,,,7,7,5,true,0,0,false,false,false,67,1,41,6.5,139,206,"Dot ball, Ajinkya Rahane to Ishan Kishan",false,false,,false
0000000000000000000000aa,164,2,1,false,,Ishan Kishan,Suryakumar Yadav,Ajinkya Rahane,,,7,7,6,true,1,0,false,false,false,68,1,42,7.0,138,206,"Quick single, Ishan Kishan keeps strike rotating",false,false,Shivam Dube,true
0000000000000000000000aa,165,2,4,false,,Ishan Kishan,Suryakumar Yadav,Shivam Dube,,,7,8,1,true,4,0,true,true,false,72,1,43,7.1,134,206,Ishan Kishan crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,166,2,0,true,,Ishan Kishan,Suryakumar Yadav,Shivam Dube,Tilak Varma,bowled,7,8,2,true,0,0,false,false,false,72,2,44,7.2,134,206,Ishan Kishan bowled by Shivam Dube! CSK strike back,false,false,,false
0000000000000000000000aa,167,2,1,false,,Tilak Varma,Suryakumar Yadav,Shivam Dube,,,7,8,3,true,1,0,false,false,false,73,2,45,7.3,133,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,168,2,2,false,,Suryakumar Yadav,Tilak Varma,Shivam Dube,,,7,8,4,true,2,0,false,false,false,75,2,46,7.4,131,206,Suryakumar Yadav pushes for two in the deep,false,false,,false
0000000000000000000000aa,169,2,0,false,,Suryakumar Yadav,Tilak Varma,Shivam Dube,,,7,8,5,true,0,0,false,false,false,75,2,47,7.5,131,206,"Dot ball, Shivam Dube to Suryakumar Yadav",false,false,,false
0000000000000000000000aa,170,2,1,false,,Suryakumar Yadav,Tilak Varma,Shivam Dube,,,7,8,6,true,1,0,false,false,false,76,2,48,8.0,130,206,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,Deepak Chahar,true
0000000000000000000000aa,171,2,4,false,,Suryakumar Yadav,Tilak Varma,Deepak Chahar,,,7,9,1,true,4,0,true,true,false,80,2,49,8.1,126,206,Suryakumar Yadav crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,172,2,0,false,,Suryakumar Yadav,Tilak Varma,Deepak Chahar,,,7,9,2,true,0,0,false,false,false,80,2,50,8.2,126,206,"Dot ball, Deepak Chahar to Suryakumar Yadav",false,false,,false
0000000000000000000000aa,173,2,1,false,,Suryakumar Yadav,Tilak Varma,Deepak Chahar,,,7,9,3,true,1,0,false,false,false,81,2,51,8.3,125,206,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,,false
0000000000000000000000aa,174,2,6,false,,Tilak Varma,Suryakumar Yadav,Deepak Chahar,,,7,9,4,true,6,0,true,false,true,87,2,52,8.4,119,206,Tilak Varma SIX! MI need 119 off 68 now,false,false,,false
0000000000000000000000aa,175,2,2,false,,Tilak Varma,Suryakumar Yadav,Deepak Chahar,,,7,9,5,true,2,0,false,false,false,89,2,53,8.5,117,206,Tilak Varma pushes for two in the deep,false,false,,false
0000000000000000000000aa,176,2,0,false,,Tilak Varma,Suryakumar Yadav,Deepak Chahar,,,7,9,6,true,0,0,false,false,false,89,2,54,9.0,117,206,"Dot ball, Deepak Chahar to Tilak Varma",false,false,Tushar Deshpande,true
0000000000000000000000aa,177,2,1,false,,Suryakumar Yadav,Tilak Varma,Tushar Deshpande,,,7,10,1,true,1,0,false,false,false,90,2,55,9.1,116,206,"Quick single, Suryakumar Yadav keeps strike rotating",false,false,,false
0000000000000000000000aa,178,2,4,false,,Tilak Varma,Suryakumar Yadav,Tushar Deshpande,,,7,10,2,true,4,0,true,true,false,94,2,56,9.2,112,206,Tilak Varma crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,179,2,1,false,,Tilak Varma,Suryakumar Yadav,Tushar Deshpande,,,7,10,3,true,1,0,false,false,false,95,2,57,9.3,111,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,180,2,0,true,,Suryakumar Yadav,Tilak Varma,Tushar Deshpande,Hardik Pandya,caught,7,10,4,true,0,0,false,false,false,95,3,58,9.4,111,206,Suryakumar Yadav holes out — huge moment in the chase,false,false,,false
0000000000000000000000aa,181,2,2,false,,Hardik Pandya,Tilak Varma,Tushar Deshpande,,,7,10,5,true,2,0,false,false,false,97,3,59,9.5,109,206,Hardik Pandya pushes for two in the deep,false,false,,false
0000000000000000000000aa,182,2,1,false,,Hardik Pandya,Tilak Varma,Tushar Deshpande,,,7,10,6,true,1,0,false,false,false,98,3,60,10.0,108,206,"Quick single, Hardik Pandya keeps strike rotating",false,false,Ravindra Jadeja,true
0000000000000000000000aa,183,2,0,false,,Hardik Pandya,Tilak Varma,Ravindra Jadeja,,,7,11,1,true,0,0,false,false,false,98,3,61,10.1,108,206,"Dot ball, Ravindra Jadeja to Hardik Pandya",false,false,,false
0000000000000000000000aa,184,2,4,false,,Hardik Pandya,Tilak Varma,Ravindra Jadeja,,,7,11,2,true,4,0,true,true,false,102,3,62,10.2,104,206,Hardik Pandya crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,185,2,1,false,,Hardik Pandya,Tilak Varma,Ravindra Jadeja,,,7,11,3,true,1,0,false,false,false,103,3,63,10.3,103,206,"Quick single, Hardik Pandya keeps strike rotating",false,false,,false
0000000000000000000000aa,186,2,2,false,,Tilak Varma,Hardik Pandya,Ravindra Jadeja,,,7,11,4,true,2,0,false,false,false,105,3,64,10.4,101,206,Tilak Varma pushes for two in the deep,false,false,,false
0000000000000000000000aa,187,2,1,false,,Tilak Varma,Hardik Pandya,Ravindra Jadeja,,,7,11,5,true,1,0,false,false,false,106,3,65,10.5,100,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,188,2,4,false,,Hardik Pandya,Tilak Varma,Ravindra Jadeja,,,7,11,6,true,4,0,true,true,false,110,3,66,11.0,96,206,Hardik Pandya crunching cover drive — MI closing in on 206,false,false,Maheesh Theekshana,true
0000000000000000000000aa,189,2,0,false,,Tilak Varma,Hardik Pandya,Maheesh Theekshana,,,7,12,1,true,0,0,false,false,false,110,3,67,11.1,96,206,"Dot ball, Maheesh Theekshana to Tilak Varma",false,false,,false
0000000000000000000000aa,190,2,1,false,,Tilak Varma,Hardik Pandya,Maheesh Theekshana,,,7,12,2,true,1,0,false,false,false,111,3,68,11.2,95,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,191,2,6,false,,Hardik Pandya,Tilak Varma,Maheesh Theekshana,,,7,12,3,true,6,0,true,false,true,117,3,69,11.3,89,206,Hardik Pandya SIX! MI need 89 off 51 now,false,false,,false
0000000000000000000000aa,192,2,2,false,,Hardik Pandya,Tilak Varma,Maheesh Theekshana,,,7,12,4,true,2,0,false,false,false,119,3,70,11.4,87,206,Hardik Pandya pushes for two in the deep,false,false,,false
0000000000000000000000aa,193,2,0,false,,Hardik Pandya,Tilak Varma,Maheesh Theekshana,,,7,12,5,true,0,0,false,false,false,119,3,71,11.5,87,206,"Dot ball, Maheesh Theekshana to Hardik Pandya",false,false,,false
0000000000000000000000aa,194,2,1,false,,Hardik Pandya,Tilak Varma,Maheesh Theekshana,,,7,12,6,true,1,0,false,false,false,120,3,72,12.0,86,206,"Quick single, Hardik Pandya keeps strike rotating",false,false,Mitchell Santner,true
0000000000000000000000aa,195,2,4,false,,Hardik Pandya,Tilak Varma,Mitchell Santner,,,7,13,1,true,4,0,true,true,false,124,3,73,12.1,82,206,Hardik Pandya crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,196,2,0,true,,Hardik Pandya,Tilak Varma,Mitchell Santner,Tim David,caught,7,13,2,true,0,0,false,false,false,124,4,74,12.2,82,206,Hardik Pandya holes out — huge moment in the chase,false,false,,false
0000000000000000000000aa,197,2,1,false,,Tim David,Tilak Varma,Mitchell Santner,,,7,13,3,true,1,0,false,false,false,125,4,75,12.3,81,206,"Quick single, Tim David keeps strike rotating",false,false,,false
0000000000000000000000aa,198,2,2,false,,Tilak Varma,Tim David,Mitchell Santner,,,7,13,4,true,2,0,false,false,false,127,4,76,12.4,79,206,Tilak Varma pushes for two in the deep,false,false,,false
0000000000000000000000aa,199,2,1,false,,Tilak Varma,Tim David,Mitchell Santner,,,7,13,5,true,1,0,false,false,false,128,4,77,12.5,78,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,200,2,0,false,,Tim David,Tilak Varma,Mitchell Santner,,,7,13,6,true,0,0,false,false,false,128,4,78,13.0,78,206,"Dot ball, Mitchell Santner to Tim David",false,false,Mustafizur Rahman,true
0000000000000000000000aa,201,2,4,false,,Tilak Varma,Tim David,Mustafizur Rahman,,,7,14,1,true,4,0,true,true,false,132,4,79,13.1,74,206,Tilak Varma crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,202,2,1,false,,Tilak Varma,Tim David,Mustafizur Rahman,,,7,14,2,true,1,0,false,false,false,133,4,80,13.2,73,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,203,2,2,false,,Tim David,Tilak Varma,Mustafizur Rahman,,,7,14,3,true,2,0,false,false,false,135,4,81,13.3,71,206,Tim David pushes for two in the deep,false,false,,false
0000000000000000000000aa,204,2,0,false,,Tim David,Tilak Varma,Mustafizur Rahman,,,7,14,4,true,0,0,false,false,false,135,4,82,13.4,71,206,"Dot ball, Mustafizur Rahman to Tim David",false,false,,false
0000000000000000000000aa,205,2,1,false,,Tim David,Tilak Varma,Mustafizur Rahman,,,7,14,5,true,1,0,false,false,false,136,4,83,13.5,70,206,"Quick single, Tim David keeps strike rotating",false,false,,false
0000000000000000000000aa,206,2,4,false,,Tilak Varma,Tim David,Mustafizur Rahman,,,7,14,6,true,4,0,true,true,false,140,4,84,14.0,66,206,Tilak Varma crunching cover drive — MI closing in on 206,false,false,Ajinkya Rahane,true
0000000000000000000000aa,207,2,1,false,,Tim David,Tilak Varma,Ajinkya Rahane,,,7,15,1,true,1,0,false,false,false,141,4,85,14.1,65,206,"Quick single, Tim David keeps strike rotating",false,false,,false
0000000000000000000000aa,208,2,0,false,,Tilak Varma,Tim David,Ajinkya Rahane,,,7,15,2,true,0,0,false,false,false,141,4,86,14.2,65,206,"Dot ball, Ajinkya Rahane to Tilak Varma",false,false,,false
0000000000000000000000aa,209,2,2,false,,Tilak Varma,Tim David,Ajinkya Rahane,,,7,15,3,true,2,0,false,false,false,143,4,87,14.3,63,206,Tilak Varma pushes for two in the deep,false,false,,false
0000000000000000000000aa,210,2,1,false,,Tilak Varma,Tim David,Ajinkya Rahane,,,7,15,4,true,1,0,false,false,false,144,4,88,14.4,62,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,211,2,0,true,,Tim David,Tilak Varma,Ajinkya Rahane,Gerald Coetzee,caught,7,15,5,true,0,0,false,false,false,144,5,89,14.5,62,206,Tim David holes out — huge moment in the chase,false,false,,false
0000000000000000000000aa,212,2,4,false,,Gerald Coetzee,Tilak Varma,Ajinkya Rahane,,,7,15,6,true,4,0,true,true,false,148,5,90,15.0,58,206,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,Shivam Dube,true
0000000000000000000000aa,213,2,1,false,,Tilak Varma,Gerald Coetzee,Shivam Dube,,,7,16,1,true,1,0,false,false,false,149,5,91,15.1,57,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,214,2,2,false,,Gerald Coetzee,Tilak Varma,Shivam Dube,,,7,16,2,true,2,0,false,false,false,151,5,92,15.2,55,206,Gerald Coetzee pushes for two in the deep,false,false,,false
0000000000000000000000aa,215,2,1,false,,Gerald Coetzee,Tilak Varma,Shivam Dube,,,7,16,3,true,1,0,false,false,false,152,5,93,15.3,54,206,"Quick single, Gerald Coetzee keeps strike rotating",false,false,,false
0000000000000000000000aa,216,2,0,false,,Tilak Varma,Gerald Coetzee,Shivam Dube,,,7,16,4,true,0,0,false,false,false,152,5,94,15.4,54,206,"Dot ball, Shivam Dube to Tilak Varma",false,false,,false
0000000000000000000000aa,217,2,1,false,,Tilak Varma,Gerald Coetzee,Shivam Dube,,,7,16,5,true,1,0,false,false,false,153,5,95,15.5,53,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,218,2,4,false,,Gerald Coetzee,Tilak Varma,Shivam Dube,,,7,16,6,true,4,0,true,true,false,157,5,96,16.0,49,206,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,Deepak Chahar,true
0000000000000000000000aa,219,2,2,false,,Tilak Varma,Gerald Coetzee,Deepak Chahar,,,7,17,1,true,2,0,false,false,false,159,5,97,16.1,47,206,Tilak Varma pushes for two in the deep,false,false,,false
0000000000000000000000aa,220,2,6,false,,Tilak Varma,Gerald Coetzee,Deepak Chahar,,,7,17,2,true,6,0,true,false,true,165,5,98,16.2,41,206,Tilak Varma SIX! MI need 41 off 22 now,false,false,,false
0000000000000000000000aa,221,2,1,false,,Tilak Varma,Gerald Coetzee,Deepak Chahar,,,7,17,3,true,1,0,false,false,false,166,5,99,16.3,40,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,222,2,0,false,,Gerald Coetzee,Tilak Varma,Deepak Chahar,,,7,17,4,true,0,0,false,false,false,166,5,100,16.4,40,206,"Dot ball, Deepak Chahar to Gerald Coetzee",false,false,,false
0000000000000000000000aa,223,2,4,false,,Gerald Coetzee,Tilak Varma,Deepak Chahar,,,7,17,5,true,4,0,true,true,false,170,5,101,16.5,36,206,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,224,2,2,false,,Gerald Coetzee,Tilak Varma,Deepak Chahar,,,7,17,6,true,2,0,false,false,false,172,5,102,17.0,34,206,Gerald Coetzee pushes for two in the deep,false,false,Tushar Deshpande,true
0000000000000000000000aa,225,2,1,false,,Tilak Varma,Gerald Coetzee,Tushar Deshpande,,,7,18,1,true,1,0,false,false,false,173,5,103,17.1,33,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,226,2,6,false,,Gerald Coetzee,Tilak Varma,Tushar Deshpande,,,7,18,2,true,6,0,true,false,true,179,5,104,17.2,27,206,Gerald Coetzee SIX! MI need 27 off 16 now,false,false,,false
0000000000000000000000aa,227,2,4,false,,Gerald Coetzee,Tilak Varma,Tushar Deshpande,,,7,18,3,true,4,0,true,true,false,183,5,105,17.3,23,206,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,228,2,1,false,,Gerald Coetzee,Tilak Varma,Tushar Deshpande,,,7,18,4,true,1,0,false,false,false,184,5,106,17.4,22,206,"Quick single, Gerald Coetzee keeps strike rotating",false,false,,false
0000000000000000000000aa,229,2,2,false,,Tilak Varma,Gerald Coetzee,Tushar Deshpande,,,7,18,5,true,2,0,false,false,false,186,5,107,17.5,20,206,Tilak Varma pushes for two in the deep,false,false,,false
0000000000000000000000aa,230,2,0,false,,Tilak Varma,Gerald Coetzee,Tushar Deshpande,,,7,18,6,true,0,0,false,false,false,186,5,108,18.0,20,206,"Dot ball, Tushar Deshpande to Tilak Varma",false,false,Ravindra Jadeja,true
0000000000000000000000aa,231,2,1,false,,Gerald Coetzee,Tilak Varma,Ravindra Jadeja,,,7,19,1,true,1,0,false,false,false,187,5,109,18.1,19,206,"Quick single, Gerald Coetzee keeps strike rotating",false,false,,false
0000000000000000000000aa,232,2,4,false,,Tilak Varma,Gerald Coetzee,Ravindra Jadeja,,,7,19,2,true,4,0,true,true,false,191,5,110,18.2,15,206,Tilak Varma crunching cover drive — MI closing in on 206,false,false,,false
0000000000000000000000aa,233,2,0,false,,Tilak Varma,Gerald Coetzee,Ravindra Jadeja,,,7,19,3,true,0,0,false,false,false,191,5,111,18.3,15,206,"Dot ball, Ravindra Jadeja to Tilak Varma",false,false,,false
0000000000000000000000aa,234,2,2,false,,Tilak Varma,Gerald Coetzee,Ravindra Jadeja,,,7,19,4,true,2,0,false,false,false,193,5,112,18.4,13,206,Tilak Varma pushes for two in the deep,false,false,,false
0000000000000000000000aa,235,2,1,false,,Tilak Varma,Gerald Coetzee,Ravindra Jadeja,,,7,19,5,true,1,0,false,false,false,194,5,113,18.5,12,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,236,2,4,false,,Gerald Coetzee,Tilak Varma,Ravindra Jadeja,,,7,19,6,true,4,0,true,true,false,198,5,114,19.0,8,206,Gerald Coetzee crunching cover drive — MI closing in on 206,false,false,Maheesh Theekshana,true
0000000000000000000000aa,237,2,1,false,,Tilak Varma,Gerald Coetzee,Maheesh Theekshana,,,7,20,1,true,1,0,false,false,false,199,5,115,19.1,7,206,"Quick single, Tilak Varma keeps strike rotating",false,false,,false
0000000000000000000000aa,238,2,0,false,,Gerald Coetzee,Tilak Varma,Maheesh Theekshana,,,7,20,2,true,0,0,false,false,false,199,5,116,19.2,7,206,"Dot ball, Maheesh Theekshana to Gerald Coetzee",false,false,,false
0000000000000000000000aa,239,2,6,false,,Gerald Coetzee,Tilak Varma,Maheesh Theekshana,,,7,20,3,true,6,0,true,false,true,205,5,117,19.3,1,206,Gerald Coetzee SIX! MI need 1 off 3 now,false,false,,false
0000000000000000000000aa,240,2,1,false,,Gerald Coetzee,Tilak Varma,Maheesh Theekshana,,,7,20,4,true,1,0,false,false,false,206,5,118,19.4,0,206,MI WIN! Gerald Coetzee finishes the chase — 206/5 with 2 balls to spare,true,true,,false
